,chr,start,end,strand_1,five_prime,three_prime,clusterID_5p,clusterID_3p,start_match,end_match,start_diff,end_diff,fivep_diff,threep_diff,strand,verdict,gene,ensemblID,transcripts,constitutive.score,numTags,tags,relStart,relEnd,relStartTag,relEndTag,relStartTagClass,relEndTagClass,relStartTagAlt,relEndTagAlt,startClass,endClass,startDistance,endDistance,numTags_skipping,tags_skipping,curTag_skipping,relStartExon_skipping,relEndExon_skipping
4365,chr21,37232451,37238459,-,37238459,37232451,clu_1426,clu_1467,37232451,37238459,0,0,0,0,-,annotated,VPS26C,ENSG00000185658.13,ENST00000309117.11+ENST00000398998.1+ENST00000476950.5,1.0,1,basic|MANE_Select|appris_principal_1|CCDS,4.0,3.0,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|MANE_Select|appris_principal_1|CCDS,basic|MANE_Select|appris_principal_1|CCDS,4.0,3.0
143,chr21,42127831,42129712,+,42127831,42129712,clu_1826,clu_1856,42127831,42129712,0,0,0,0,+,annotated,UMODL1,ENSG00000159256.13,ENST00000400424.6+ENST00000400427.5+ENST00000408910.6+ENST00000408989.6,1.0,1,basic|appris_principal_4|CCDS,19.0,19.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,main,main,0.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,19.0,19.0
360,chr21,42126490,42127005,+,42126490,42127005,clu_1824,clu_1854,42126490,42127005,0,0,0,0,+,annotated,UMODL1,ENSG00000160185.15,ENST00000400424.6+ENST00000400427.5+ENST00000408910.6+ENST00000408989.6,1.0,1,basic|appris_principal_4|CCDS,17.0,17.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,main,main,0.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,17.0,17.0
666,chr21,42123150,42126344,+,42123150,42126344,clu_1823,clu_1853,42123150,42126344,0,0,0,0,+,annotated,UMODL1,ENSG00000142168.14,ENST00000400424.6+ENST00000400427.5+ENST00000408910.6+ENST00000408989.6,1.0,1,basic|appris_principal_4|CCDS,16.0,16.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,main,main,0.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,16.0,16.0
949,chr21,42129797,42137438,+,42129797,42137438,clu_1827,clu_1857,42129797,42137438,0,0,0,0,+,annotated,UMODL1,ENSG00000241945.8,ENST00000400424.6+ENST00000400427.5+ENST00000408910.6+ENST00000408989.6,1.0,1,basic|appris_principal_4|CCDS,20.0,20.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,main,main,0.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,20.0,20.0
1062,chr21,42137641,42142095,+,42137641,42142095,clu_1828,clu_1858,42137641,42142095,0,0,0,0,+,annotated,UMODL1,ENSG00000243927.6,ENST00000400424.6+ENST00000400427.5+ENST00000408910.6+ENST00000408989.6,1.0,1,basic|appris_principal_4|CCDS,21.0,21.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,main,main,0.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,21.0,21.0
1088,chr21,42122252,42126344,+,42122252,42126344,clu_1822,clu_1853,42123150,42126344,-898,0,-898,0,+,cryptic_fiveprime,UMODL1,ENSG00000157601.14,.,,1,basic|appris_principal_4|CCDS,16.0,16.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,not_main_5_prime,main,-898.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,16.0,16.0
1542,chr21,42122252,42122830,+,42122252,42122830,clu_1822,clu_1852,42123150,42122830,-898,0,-898,0,+,cryptic_fiveprime,UMODL1,ENSG00000157601.14,.,,1,basic|appris_principal_4|CCDS,16.0,15.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,not_main_5_prime,main,-898.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,16.0,15.0
1973,chr21,42127242,42127671,+,42127242,42127671,clu_1825,clu_1855,42127242,42127671,0,0,0,0,+,annotated,UMODL1,ENSG00000160255.18,ENST00000400424.6+ENST00000400427.5+ENST00000408910.6+ENST00000408989.6,1.0,1,basic|appris_principal_4|CCDS,18.0,18.0,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,appris_principal_4,appris_principal_4,,,main,main,0.0,0.0,1,basic|appris_principal_4|CCDS,basic|appris_principal_4|CCDS,18.0,18.0
2113,chr21,5142668,5143221,-,5143221,5142668,clu_2948,clu_2977,5142668,5143221,0,0,0,0,-,annotated,FP565260.1,ENSG00000157578.13,ENST00000617716.3,1.0,1,basic|appris_principal_1,9.0,9.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,9.0,9.0
2147,chr21,5133500,5148209,-,5148209,5133500,clu_2959,clu_2961,5133500,5148209,0,0,0,0,-,novel annotated pair,FP565260.1,ENSG00000160201.11,ENST00000617716.3,1.0,1,basic|appris_principal_1,19.0,3.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,19.0,3.0
2153,chr21,5153073,5154622,-,5154622,5153073,clu_2962,clu_2987,5153073,5154622,0,0,0,0,-,annotated,FP565260.1,ENSG00000160193.11,ENST00000617716.3,1.0,1,basic|appris_principal_1,1.0,1.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,1.0,1.0
2196,chr21,5143292,5144090,-,5144090,5143292,clu_2949,clu_2979,5143292,5144090,0,0,0,0,-,annotated,FP565260.1,ENSG00000205758.12,ENST00000617716.3,1.0,1,basic|appris_principal_1,8.0,8.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,8.0,8.0
2264,chr21,5142668,5144090,-,5144090,5142668,clu_2949,clu_2977,5142668,5144090,0,0,0,0,-,novel annotated pair,FP565260.1,ENSG00000205758.12,ENST00000617716.3,1.0,1,basic|appris_principal_1,9.0,8.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,9.0,8.0
2414,chr21,5139878,5141107,-,5141107,5139878,clu_2943,clu_2972,5139878,5140952,0,155,-155,0,-,cryptic_fiveprime,FP565260.1,ENSG00000160201.11,.,,1,basic|appris_principal_1,13.0,13.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,155.0,1,basic|appris_principal_1,basic|appris_principal_1,13.0,13.0
2436,chr21,5131125,5133425,-,5133425,5131125,clu_2932,clu_2956,5131455,5133425,-330,0,0,330,-,cryptic_threeprime,FP565260.1,ENSG00000159131.17,.,0.0,1,basic|appris_principal_1,20.0,20.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-330.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,20.0,20.0
2480,chr21,5137474,5139697,-,5139697,5137474,clu_2941,clu_2971,5137474,5139697,0,0,0,0,-,annotated,FP565260.1,ENSG00000160213.7,ENST00000617716.3,1.0,1,basic|appris_principal_1,14.0,14.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,14.0,14.0
2532,chr21,5143292,5147380,-,5147380,5143292,clu_2956,clu_2979,5143292,5147288,0,92,-92,0,-,cryptic_fiveprime,FP565260.1,ENSG00000185917.13,.,,1,basic|appris_principal_1,8.0,5.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,92.0,1,basic|appris_principal_1,basic|appris_principal_1,8.0,5.0
2559,chr21,5146366,5146657,-,5146657,5146366,clu_2953,clu_2982,5146366,5146657,0,0,0,0,-,annotated,FP565260.1,ENSG00000180530.11,ENST00000617716.3,1.0,1,basic|appris_principal_1,6.0,6.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,6.0,6.0
2586,chr21,5141424,5141558,-,5141558,5141424,clu_2945,clu_2974,5141424,5141558,0,0,0,0,-,annotated,FP565260.1,ENSG00000160201.11,ENST00000617716.3,1.0,1,basic|appris_principal_1,11.0,11.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,11.0,11.0
2608,chr21,5136043,5137326,-,5137326,5136043,clu_2940,clu_2969,5136043,5137326,0,0,0,0,-,annotated,FP565260.1,ENSG00000157578.13,ENST00000617716.3,1.0,1,basic|appris_principal_1,15.0,15.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,15.0,15.0
2610,chr21,5147878,5148209,-,5148209,5147878,clu_2959,clu_2985,5147878,5148209,0,0,0,0,-,annotated,FP565260.1,ENSG00000160201.11,ENST00000617716.3,1.0,1,basic|appris_principal_1,3.0,3.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,3.0,3.0
2640,chr21,5142686,5143221,-,5143221,5142686,clu_2948,clu_2978,5142668,5143221,18,0,0,-18,-,cryptic_threeprime,FP565260.1,ENSG00000154719.13,.,0.0,1,basic|appris_principal_1,9.0,9.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,18.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,9.0,9.0
2779,chr21,5141707,5142531,-,5142531,5141707,clu_2946,clu_2976,5141707,5142531,0,0,0,0,-,annotated,FP565260.1,ENSG00000156299.13,ENST00000617716.3,1.0,1,basic|appris_principal_1,10.0,10.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,10.0,10.0
2816,chr21,5134479,5147778,-,5147778,5134479,clu_2957,clu_2966,5134120,5147778,359,0,0,-359,-,cryptic_threeprime,FP565260.1,ENSG00000229425.3,.,0.0,1,basic|appris_principal_1,17.0,4.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,359.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,17.0,4.0
2826,chr21,5131449,5133421,-,5133421,5131449,clu_2931,clu_2959,5131455,5133425,-6,-4,4,6,-,cryptic_unanchored,FP565260.1,ENSG00000160201.11,,1.0,1,basic|appris_principal_1,20.0,20.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,not_main_5_prime,-6.0,-4.0,1,basic|appris_principal_1,basic|appris_principal_1,20.0,20.0
2859,chr21,5133805,5133901,-,5133901,5133805,clu_2935,clu_2963,5133805,5133901,0,0,0,0,-,annotated,FP565260.1,ENSG00000160294.11,ENST00000617716.3,1.0,1,basic|appris_principal_1,18.0,18.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,18.0,18.0
2969,chr21,5147432,5147778,-,5147778,5147432,clu_2957,clu_2984,5147432,5147778,0,0,0,0,-,annotated,FP565260.1,ENSG00000229425.3,ENST00000617716.3,1.0,1,basic|appris_principal_1,4.0,4.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,4.0,4.0
2986,chr21,5134120,5135088,-,5135088,5134120,clu_2937,clu_2965,5134120,5135088,0,0,0,0,-,annotated,FP565260.1,ENSG00000185808.13,ENST00000617716.3,1.0,1,basic|appris_principal_1,17.0,17.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,17.0,17.0
3193,chr21,5141103,5141276,-,5141276,5141103,clu_2944,clu_2973,5141103,5141276,0,0,0,0,-,annotated,FP565260.1,ENSG00000173638.19,ENST00000617716.3,1.0,1,basic|appris_principal_1,12.0,12.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,12.0,12.0
3232,chr21,5146214,5152960,-,5152960,5146214,clu_2961,clu_2981,5146366,5152960,-152,0,0,152,-,cryptic_threeprime,FP565260.1,.,.,0.0,1,basic|appris_principal_1,6.0,2.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-152.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,6.0,2.0
3435,chr21,5133500,5133654,-,5133654,5133500,clu_2933,clu_2961,5133500,5133654,0,0,0,0,-,annotated,FP565260.1,.,ENST00000617716.3+ENST00000623476.2,1.0,1,basic|appris_principal_1,19.0,19.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,19.0,19.0
3497,chr21,5134120,5148255,-,5148255,5134120,clu_2960,clu_2965,5134120,5148209,0,46,-46,0,-,cryptic_fiveprime,FP565260.1,.,.,,1,basic|appris_principal_1,17.0,3.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,46.0,1,basic|appris_principal_1,basic|appris_principal_1,17.0,3.0
3516,chr21,5147432,5152960,-,5152960,5147432,clu_2961,clu_2984,5147432,5152960,0,0,0,0,-,novel annotated pair,FP565260.1,.,ENST00000617716.3,1.0,1,basic|appris_principal_1,4.0,2.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,4.0,2.0
3665,chr21,5133516,5133654,-,5133654,5133516,clu_2933,clu_2962,5133500,5133654,16,0,0,-16,-,cryptic_threeprime,FP565260.1,.,.,0.0,1,basic|appris_principal_1,19.0,19.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,16.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,19.0,19.0
3696,chr21,5131455,5133421,-,5133421,5131455,clu_2931,clu_2960,5131455,5133425,0,-4,4,0,-,cryptic_fiveprime,FP565260.1,ENSG00000159082.17,.,0.0,1,basic|appris_principal_1,20.0,20.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,-4.0,1,basic|appris_principal_1,basic|appris_principal_1,20.0,20.0
3731,chr21,5133500,5133660,-,5133660,5133500,clu_2934,clu_2961,5133500,5133654,0,6,-6,0,-,cryptic_fiveprime,FP565260.1,.,.,,1,basic|appris_principal_1,19.0,19.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,6.0,1,basic|appris_principal_1,basic|appris_principal_1,19.0,19.0
3754,chr21,5136801,5137326,-,5137326,5136801,clu_2940,clu_2970,5137474,5137326,-673,0,0,673,-,cryptic_threeprime,FP565260.1,ENSG00000160285.15,.,0.0,1,basic|appris_principal_1,14.0,15.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,-673.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,14.0,15.0
3756,chr21,5144234,5146136,-,5146136,5144234,clu_2950,clu_2980,5144234,5146136,0,0,0,0,-,annotated,FP565260.1,.,ENST00000617716.3,1.0,1,basic|appris_principal_1,7.0,7.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,7.0,7.0
3783,chr21,5136043,5136629,-,5136629,5136043,clu_2939,clu_2969,5136043,5135934,0,695,-695,0,-,cryptic_fiveprime,FP565260.1,.,.,,1,basic|appris_principal_1,15.0,16.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,695.0,1,basic|appris_principal_1,basic|appris_principal_1,15.0,16.0
3823,chr21,5146793,5147288,-,5147288,5146793,clu_2954,clu_2983,5146793,5147288,0,0,0,0,-,annotated,FP565260.1,.,ENST00000617716.3,1.0,1,basic|appris_principal_1,5.0,5.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,5.0,5.0
3892,chr21,5139878,5140952,-,5140952,5139878,clu_2942,clu_2972,5139878,5140952,0,0,0,0,-,annotated,FP565260.1,.,ENST00000617716.3,1.0,1,basic|appris_principal_1,13.0,13.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,13.0,13.0
4037,chr21,5139878,5141276,-,5141276,5139878,clu_2944,clu_2972,5139878,5141276,0,0,0,0,-,novel annotated pair,FP565260.1,ENSG00000185658.13,ENST00000617716.3,1.0,1,basic|appris_principal_1,13.0,12.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,13.0,12.0
4237,chr21,5133911,5144090,-,5144090,5133911,clu_2949,clu_2964,5133805,5144090,106,0,0,-106,-,cryptic_threeprime,FP565260.1,ENSG00000186866.16,.,0.0,1,basic|appris_principal_1,18.0,8.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,106.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,18.0,8.0
4285,chr21,5131455,5133425,-,5133425,5131455,clu_2932,clu_2960,5131455,5133425,0,0,0,0,-,annotated,FP565260.1,ENSG00000142207.7,ENST00000617716.3,1.0,1,basic|appris_principal_1,20.0,20.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,20.0,20.0
4408,chr21,5134479,5135088,-,5135088,5134479,clu_2937,clu_2966,5134120,5135088,359,0,0,-359,-,cryptic_threeprime,FP565260.1,ENSG00000160188.10,.,0.0,1,basic|appris_principal_1,17.0,17.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,not_main_3_prime,main,359.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,17.0,17.0
4415,chr21,5135154,5135934,-,5135934,5135154,clu_2938,clu_2968,5135154,5135934,0,0,0,0,-,annotated,FP565260.1,.,ENST00000617716.3,1.0,1,basic|appris_principal_1,16.0,16.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,16.0,16.0
4472,chr21,5148304,5152960,-,5152960,5148304,clu_2961,clu_2986,5148304,5152960,0,0,0,0,-,annotated,FP565260.1,.,ENST00000617716.3,1.0,1,basic|appris_principal_1,2.0,2.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,main,0.0,0.0,1,basic|appris_principal_1,basic|appris_principal_1,2.0,2.0
4538,chr21,5134120,5134360,-,5134360,5134120,clu_2936,clu_2965,5134120,5133901,0,459,-459,0,-,cryptic_fiveprime,FP565260.1,.,.,,1,basic|appris_principal_1,17.0,18.0,basic|appris_principal_1,basic|appris_principal_1,appris_principal_1,appris_principal_1,,,main,not_main_5_prime,0.0,459.0,1,basic|appris_principal_1,basic|appris_principal_1,17.0,18.0
2067,chr21,43104421,43107450,-,43107450,43104421,clu_2050,clu_2080,43104402,43107450,19,0,0,-19,-,cryptic_threeprime,U2AF1,ENSG00000160294.11,.,0.0,1,basic|appris_principal_3|CCDS,1.0,1.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,19.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,1.0,1.0
2106,chr21,43104402,43107450,-,43107450,43104402,clu_2050,clu_2079,43104402,43107450,0,0,0,0,-,annotated,U2AF1,ENSG00000159131.17,ENST00000291552.8+ENST00000380276.6+ENST00000398137.5,1.0,1,basic|appris_principal_3|CCDS,1.0,1.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,1.0,1.0
2204,chr21,43104402,43105785,-,43105785,43104402,clu_2046,clu_2079,43104402,43104314,0,1471,-1471,0,-,cryptic_fiveprime,U2AF1,ENSG00000280071.3,.,0.0,1,basic|appris_principal_3|CCDS,1.0,2.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,not_main_5_prime,0.0,1471.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,1.0,2.0
2263,chr21,43094563,43095437,-,43095437,43094563,clu_2031,clu_2060,43094563,43095437,0,0,0,0,-,novel annotated pair,U2AF1,ENSG00000141956.13,ENST00000291552.8+ENST00000380276.6+ENST00000398137.5+ENST00000459639.5,1.0,1,basic|appris_principal_3|CCDS,6.0,5.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,main,main,0.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,6.0,5.0
2277,chr21,43094495,43094654,-,43094654,43094495,clu_2028,clu_2058,43094563,43094654,-68,0,0,68,-,cryptic_threeprime,U2AF1,ENSG00000185808.13,.,0.0,1,basic|appris_principal_3|CCDS,6.0,6.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,-68.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,6.0,6.0
2316,chr21,43093151,43094654,-,43094654,43093151,clu_2028,clu_2051,43093249,43094654,-98,0,0,98,-,cryptic_threeprime,U2AF1,ENSG00000198862.14,.,0.0,1,basic|appris_principal_3|CCDS,7.0,6.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,-98.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,7.0,6.0
2341,chr21,43097834,43100452,-,43100452,43097834,clu_2038,clu_2073,43095743,43100452,2091,0,0,-2091,-,cryptic_threeprime,U2AF1,ENSG00000157538.14,.,0.0,1,basic|appris_principal_3|CCDS,3.0,3.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,2091.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,3.0,3.0
2368,chr21,43101432,43104314,-,43104314,43101432,clu_2041,clu_2078,43101432,43104314,0,0,0,0,-,annotated,U2AF1,ENSG00000159079.19,ENST00000380276.6+ENST00000398137.5,0.5,1,basic|appris_principal_3|CCDS,2.0,2.0,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,appris_principal_3,appris_principal_3,,,not_main_3_prime,main,913.0,0.0,1,basic|appris_principal_3|CCDS,basic|appris_principal_3|CCDS,2.0,2.0
