"chr" "start" "end" "strand" "five_prime" "three_prime" "five_prime_ID" "three_prime_ID" "intron_junction" "obs.wt" "obs.mut" "total.reads.per.junction" "pvalue" "three.log.odds.ratio" "three.mut.cluster.cov" "three.wt.cluster.cov" "strand_1" "clusterID_5p" "clusterID_3p" "start_match" "end_match" "start_diff" "end_diff" "fivep_diff" "threep_diff" "verdict" "gene" "ensemblID" "transcripts" "constitutive.score" "numTags" "tags" "relStart" "relEnd" "relStartTag" "relEndTag" "relStartTagClass" "relEndTagClass" "relStartTagAlt" "relEndTagAlt" "startClass" "endClass" "startDistance" "endDistance" "numTags_skipping" "tags_skipping" "curTag_skipping" "relStartExon_skipping" "relEndExon_skipping" "fivep_class" "threep_class" "fivep_distance" "threep_distance" "wt.psi" "mut.psi" "dPSI"
"34" "chr21" 33595528 33597279 "-" 33597279 33595528 "clu_1044" "clu_1058" "chr21:33595528:33597279:-" 3 29 32 0.889981100188998 0.0833497105036666 447 50 "-" "clu_1044" "clu_1058" 33595614 33597279 -86 0 0 86 "cryptic_threeprime" "CRYZL1" "." "." 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 10 10 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -308 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 10 10 "main" "not_main_3_prime" 0 308 6 6.48769574944072 0.487695749440715
"35" "chr21" 33909211 33914449 "-" 33914449 33909211 "clu_1099" "clu_1132" "chr21:33909211:33914449:-" 0 5 5 0.583714162858371 Inf 6244 668 "-" "clu_1099" "clu_1132" 33909211 33914449 0 0 0 0 "novel annotated pair" "AP000311.1" "ENSG00000160294.11" "ENST00000290299.7+ENST00000429238.2" 1 1 "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" 4 3 "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" 4 3 "main" "main" 0 0 0 0.0800768737988469 0.0800768737988469
"36" "chr21" 33599248 33602233 "-" 33602233 33599248 "clu_1046" "clu_1069" "chr21:33599248:33602233:-" 52 441 493 0.327636723632764 -0.806637822301022 460 53 "-" "clu_1046" "clu_1069" 33599248 33602233 0 0 0 0 "annotated" "CRYZL1" "." "ENST00000290244.9+ENST00000361534.6+ENST00000381540.7+ENST00000381554.8" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 8 8 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 8 8 "main" "main" 0 0 98.1132075471698 95.8695652173913 -2.2436423297785
"37" "chr21" 33903639 33903934 "-" 33903934 33903639 "clu_1085" "clu_1119" "chr21:33903639:33903934:-" 674 6362 7036 0.0928890711092889 -0.57139582434566 6479 681 "-" "clu_1085" "clu_1119" 33903639 33903934 0 0 0 0 "annotated" "ATP5PO" "ENSG00000186866.16" "ENST00000290299.7" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 6 6 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 6 6 "main" "main" 0 0 98.9720998531571 98.194165766322 -0.77793408683516
"38" "chr21" 33589921 33597279 "-" 33597279 33589921 "clu_1044" "clu_1049" "chr21:33589921:33597279:-" 1 4 5 0.69660303396966 -0.815455110814618 447 50 "-" "clu_1044" "clu_1049" 33589921 33597279 0 0 0 0 "novel annotated pair" "CRYZL1" "." "ENST00000290244.9+ENST00000381540.7+ENST00000381554.8" 0.75 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 12 10 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 12 10 "main" "main" 0 0 2 0.894854586129754 -1.10514541387025
"39" "chr21" 33582055 33584589 "-" 33584589 33582055 "clu_1014" "clu_1041" "chr21:33582055:33584589:-" 1 5 6 NA -Inf 12 1 "-" "clu_1014" "clu_1041" 33582055 33584589 0 0 0 0 "novel annotated pair" "DONSON" "ENSG00000159079.19" "ENST00000303071.10+ENST00000303113.10+ENST00000432378.5+ENST00000453626.5" 1 1 "basic|MANE_Select|appris_principal_2|CCDS" 6 4 "basic|MANE_Select|appris_principal_2|CCDS" "basic|MANE_Select|appris_principal_2|CCDS" "appris_principal_2" "appris_principal_2" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_2|CCDS" "basic|MANE_Select|appris_principal_2|CCDS" 6 4 "main" "main" 0 0 100 41.6666666666667 -58.3333333333333
"40" "chr21" 33633725 33641680 "-" 33641680 33633725 "clu_1060" "clu_1087" "chr21:33633725:33641680:-" 2 17 19 0.841381586184138 -0.102880663178044 554 59 "-" "clu_1060" "clu_1087" 33631557 33641680 2168 0 0 -2168 "cryptic_threeprime" "CRYZL1" "ENSG00000160193.11" "." 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" 2168 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "not_main_3_prime" 0 -2168 3.38983050847458 3.06859205776173 -0.321238450712843
"41" "chr21" 33599285 33602233 "-" 33602233 33599285 "clu_1046" "clu_1070" "chr21:33599285:33602233:-" 1 12 13 0.739842601573984 0.331357135954442 460 53 "-" "clu_1046" "clu_1070" 33599248 33602233 37 0 0 -37 "cryptic_threeprime" "CRYZL1" "." "." 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 8 8 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" 37 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 8 8 "main" "not_main_3_prime" 0 -37 1.88679245283019 2.60869565217391 0.721903199343724
"42" "chr21" 33907453 33909081 "-" 33909081 33907453 "clu_1094" "clu_1128" "chr21:33907453:33909081:-" 672 6358 7030 0.987090129098709 0.860916439827708 6362 673 "-" "clu_1094" "clu_1128" 33907453 33909081 0 0 0 0 "annotated" "ATP5PO" "ENSG00000173638.19" "ENST00000290299.7+ENST00000429238.2" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 4 4 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 99.851411589896 99.9371266897202 0.0857150998242275
"43" "chr21" 33907453 33912288 "-" 33912288 33907453 "clu_1097" "clu_1128" "chr21:33907453:33912288:-" 4 50 54 0.604873951260487 0.285558149742222 6354 675 "-" "clu_1097" "clu_1128" 33907453 33912288 0 0 0 0 "novel annotated pair" "ATP5PO" "ENSG00000155304.6" "ENST00000290299.7+ENST00000429238.2" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 4 3 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 4 3 "main" "main" 0 0 0.592592592592593 0.786905886056028 0.194313293463435
"44" "chr21" 33589805 33591161 "-" 33591161 33589805 "clu_1019" "clu_1048" "chr21:33589805:33591161:-" 1 9 10 0.896411035889641 -0.0678225963387611 375 39 "-" "clu_1019" "clu_1048" 33589921 33591161 -116 0 0 116 "cryptic_threeprime" "CRYZL1" "." "." 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 12 12 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -116 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 12 12 "main" "not_main_3_prime" 0 116 2.56410256410256 2.4 -0.164102564102564
"45" "chr21" 33914508 33915727 "-" 33915727 33914508 "clu_1105" "clu_1139" "chr21:33914508:33915727:-" 0 5 5 0.651543484565154 Inf 5917 625 "-" "clu_1105" "clu_1139" 33914500 33915727 8 0 0 -8 "cryptic_threeprime" "AP000311.1" "ENSG00000142188.17" "." 0 1 "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" 2 2 "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" 8 0 1 "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" "mRNA_end_NF|cds_end_NF|basic|appris_principal_1|readthrough_transcript" 2 2 "main" "not_main_3_prime" 0 -8 0 0.0845022815616022 0.0845022815616022
"46" "chr21" 33906500 33907340 "-" 33907340 33906500 "clu_1089" "clu_1124" "chr21:33906500:33907340:-" 1 14 15 0.726242737572624 0.385106162996405 6415 673 "-" "clu_1089" "clu_1124" 33907453 33907340 -953 0 0 953 "cryptic_threeprime" "ATP5PO" "ENSG00000160298.17" "." 0 1 "basic|MANE_Select|appris_principal_1|CCDS" 4 5 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -953 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 4 5 "main" "not_main_3_prime" 0 953 0.148588410104012 0.218238503507405 0.0696500934033926
"47" "chr21" 33601334 33602233 "-" 33602233 33601334 "clu_1046" "clu_1071" "chr21:33601334:33602233:-" 0 7 7 0.321736782632174 Inf 460 53 "-" "clu_1046" "clu_1071" 33602345 33602233 -1011 0 0 1011 "cryptic_threeprime" "CRYZL1" "." "." 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 7 8 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -1011 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 7 8 "main" "not_main_3_prime" 0 1011 0 1.52173913043478 1.52173913043478
"48" "chr21" 33595836 33597279 "-" 33597279 33595836 "clu_1044" "clu_1060" "chr21:33595836:33597279:-" 46 396 442 0.411265887341127 -0.39275845683905 447 50 "-" "clu_1044" "clu_1060" 33595836 33597279 0 0 0 0 "annotated" "CRYZL1" "." "ENST00000290244.9+ENST00000361534.6+ENST00000381540.7+ENST00000381554.8" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 10 10 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 10 10 "main" "main" 0 0 92 88.5906040268456 -3.40939597315436
"49" "chr21" 33631527 33641680 "-" 33641680 33631527 "clu_1060" "clu_1083" "chr21:33631527:33641680:-" 0 11 11 0.269817301826982 Inf 554 59 "-" "clu_1060" "clu_1083" 33631557 33641680 -30 0 0 30 "cryptic_threeprime" "CRYZL1" "ENSG00000154719.13" "." 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 1 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "not_main_3_prime" "main" -30 0 1 "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" "non_canonical_U12|basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "not_main_3_prime" 0 30 0 1.985559566787 1.985559566787
"50" "chr21" 33546379 33548629 "+" 33546379 33548629 "clu_970" "clu_1001" "chr21:33546379:33548629:+" 3 10 13 0.274617253827462 -0.99625027600654 344 40 "+" "clu_970" "clu_1001" 33546379 33549475 0 -846 0 -846 "cryptic_threeprime" "SON" "ENSG00000159140.20" "." 0 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -846 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "not_main_3_prime" 0 -846 7.5 2.90697674418605 -4.59302325581395
"51" "chr21" 33575893 33576364 "+" 33575893 33576364 "clu_995" "clu_1028" "chr21:33575893:33576364:+" 9 116 125 0.920880791192088 -0.0429513871955993 264 20 "+" "clu_995" "clu_1028" 33575893 33576364 0 0 0 0 "annotated" "SON" "ENSG00000166979.13" "ENST00000356577.9+ENST00000381692.6" 1 1 "basic|appris_principal_1|CCDS" 11 11 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 11 11 "main" "main" 0 0 45 43.9393939393939 -1.06060606060606
"52" "chr21" 33575893 33576417 "+" 33575893 33576417 "clu_995" "clu_1030" "chr21:33575893:33576417:+" 11 148 159 0.920880791192088 0.0429513871955993 264 20 "+" "clu_995" "clu_1030" 33575893 33576364 0 53 0 53 "cryptic_threeprime" "SON" "ENSG00000166979.13" "." 0 1 "basic|appris_principal_1|CCDS" 11 11 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 53 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 11 11 "main" "not_main_3_prime" 0 53 55 56.0606060606061 1.06060606060605
"53" "chr21" 33557316 33559229 "+" 33557316 33559229 "clu_983" "clu_1016" "chr21:33557316:33559229:+" 8 62 70 NA -Inf 67 8 "+" "clu_983" "clu_1016" 33557316 33559229 0 0 0 0 "annotated" "SON" "ENSG00000154727.10" "ENST00000300278.8+ENST00000356577.9+ENST00000381692.6" 0.75 1 "basic|appris_principal_1|CCDS" 4 4 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 4 "main" "main" 0 0 100 92.5373134328358 -7.46268656716418
"54" "chr21" 33268517 33279751 "+" 33268517 33279751 "clu_856" "clu_861" "chr21:33268517:33279751:+" 0 12 12 0.137888621113789 Inf 164 28 "+" "clu_856" "clu_861" 33268517 33279751 0 0 0 0 "novel annotated pair" "AP000295.1" "ENSG00000160218.13" "ENST00000290200.7+ENST00000646150.1" 1 0 "" NA NA "" "" "" "" "" "" "" "" NA NA 0 "" "" NA NA "" "" NA NA 0 7.31707317073171 7.31707317073171
"55" "chr21" 33341174 33345245 "+" 33341174 33345245 "clu_873" "clu_887" "chr21:33341174:33345245:+" 0 6 6 0.261677383226168 Inf 299 30 "+" "clu_873" "clu_887" 33341174 33345245 0 0 0 0 "novel annotated pair" "IFNAR1" "ENSG00000157601.14" "ENST00000270139.8+ENST00000652450.1+ENST00000652513.1" 0.75 1 "basic|MANE_Select|appris_principal_1|CCDS" 3 5 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 3 5 "main" "main" 0 0 0 2.0066889632107 2.0066889632107
"56" "chr21" 33569087 33573307 "+" 33569087 33573307 "clu_989" "clu_1024" "chr21:33569087:33573307:+" 12 143 155 0.737912620873791 -Inf 148 12 "+" "clu_989" "clu_1024" 33569087 33573307 0 0 0 0 "annotated" "SON" "ENSG00000237945.7" "ENST00000356577.9+ENST00000381692.6" 1 1 "basic|appris_principal_1|CCDS" 8 8 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 8 8 "main" "main" 0 0 100 96.6216216216216 -3.37837837837837
"57" "chr21" 33559775 33559876 "+" 33559775 33559876 "clu_987" "clu_1019" "chr21:33559775:33559876:+" 3 28 31 0.915750842491575 0.0890113776562966 139 16 "+" "clu_987" "clu_1019" 33559775 33559876 0 0 0 0 "annotated" "SON" "ENSG00000243927.6" "ENST00000300278.8" 0.33 1 "basic|appris_principal_1|CCDS" 6 5 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 290 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 6 5 "main" "not_main_3_prime" 0 290 18.75 20.1438848920863 1.39388489208633
"58" "chr21" 33546379 33549475 "+" 33546379 33549475 "clu_970" "clu_1002" "chr21:33546379:33549475:+" 37 334 371 0.274617253827462 0.99625027600654 344 40 "+" "clu_970" "clu_1002" 33546379 33549475 0 0 0 0 "annotated" "SON" "ENSG00000159140.20" "ENST00000300278.8+ENST00000356577.9+ENST00000381679.8" 0.75 1 "basic|appris_principal_1|CCDS" 2 2 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 2 2 "main" "main" 0 0 92.5 97.0930232558139 4.59302325581395
"59" "chr21" 33559775 33567156 "+" 33559775 33567156 "clu_987" "clu_1020" "chr21:33559775:33567156:+" 13 111 124 0.915750842491575 -0.0890113776562967 139 16 "+" "clu_987" "clu_1020" 33559775 33567156 0 0 0 0 "annotated" "SON" "ENSG00000154721.15" "ENST00000356577.9+ENST00000381692.6" 0.67 1 "basic|appris_principal_1|CCDS" 6 6 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 6 6 "main" "main" 0 0 81.25 79.8561151079137 -1.39388489208633
"60" "chr21" 33266514 33268393 "+" 33266514 33268393 "clu_854" "clu_854" "chr21:33266514:33268393:+" 28 165 193 0.427165728342717 1.36827585561721 168 30 "+" "clu_854" "clu_854" 33266514 33268393 0 0 0 0 "annotated" "IL10RB" "ENSG00000227039.6" "ENST00000290200.7" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 1 "main" "main" 0 0 93.3333333333333 98.2142857142857 4.88095238095238
"61" "chr21" 33345360 33348549 "+" 33345360 33348549 "clu_879" "clu_888" "chr21:33345360:33348549:+" 1 4 5 0.573534264657353 -0.912712910526271 283 29 "+" "clu_879" "clu_888" 33345360 33348549 0 0 0 0 "annotated" "IFNAR1" "ENSG00000157540.21" "ENST00000652513.1" 0.33 1 "basic|MANE_Select|appris_principal_1|CCDS" 6 6 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 -541 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 6 6 "main" "not_main_3_prime" 0 -541 3.44827586206897 1.41342756183746 -2.03484830023151
"62" "chr21" 33266514 33276595 "+" 33266514 33276595 "clu_854" "clu_859" "chr21:33266514:33276595:+" 2 3 5 0.427165728342717 -1.36827585561721 168 30 "+" "clu_854" "clu_859" 33266514 33276595 0 0 0 0 "novel annotated pair" "IL10RB" "ENSG00000227039.6" "ENST00000290200.7" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 1 2 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 1 2 "main" "main" 0 0 6.66666666666667 1.78571428571429 -4.88095238095238
"63" "chr21" 33557316 33557545 "+" 33557316 33557545 "clu_983" "clu_1014" "chr21:33557316:33557545:+" 0 5 5 NA Inf 67 8 "+" "clu_983" "clu_1014" 33557316 33557545 0 0 0 0 "annotated" "SON" "ENSG00000154727.10" "ENST00000381679.8" 0.25 1 "basic|appris_principal_1|CCDS" 4 3 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "not_main_3_prime" 0 390 1 "basic|appris_principal_1|CCDS" "basic|appris_principal_1|CCDS" 4 3 "main" "not_main_3_prime" 0 390 0 7.46268656716418 7.46268656716418
"64" "chr21" 33345360 33349090 "+" 33345360 33349090 "clu_879" "clu_891" "chr21:33345360:33349090:+" 28 279 307 0.573534264657353 0.912712910526271 283 29 "+" "clu_879" "clu_891" 33345360 33349090 0 0 0 0 "annotated" "IFNAR1" "ENSG00000182362.14" "ENST00000270139.8+ENST00000652450.1" 0.67 1 "basic|MANE_Select|appris_principal_1|CCDS" 6 6 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 6 6 "main" "main" 0 0 96.551724137931 98.5865724381625 2.03484830023152
"65" "chr21" 33341174 33343534 "+" 33341174 33343534 "clu_873" "clu_884" "chr21:33341174:33343534:+" 2 19 21 0.948720512794872 -0.0512932943875506 299 30 "+" "clu_873" "clu_884" 33341174 33343534 0 0 0 0 "novel annotated pair" "IFNAR1" "ENSG00000157601.14" "ENST00000270139.8+ENST00000652450.1+ENST00000652513.1+ENST00000652601.1" 1 1 "basic|MANE_Select|appris_principal_1|CCDS" 3 4 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" "appris_principal_1" "appris_principal_1" "" "" "main" "main" 0 0 1 "basic|MANE_Select|appris_principal_1|CCDS" "basic|MANE_Select|appris_principal_1|CCDS" 3 4 "main" "main" 0 0 6.66666666666667 6.35451505016722 -0.312151616499443
